OBSERVATION_ID,OBSERVATION_DATE,OBSERVATION_YEAR,OBSERVATION_MONTH,DAY_OF_YEAR,SPECIES_ID,COMMON_NAME,SCIENTIFIC_NAME,PLANT_GROUP,PHENOPHASE_NAME,PHENOPHASE_ID,OBSERVATION_TYPE,OBSERVATION_COMMENT,LATITUDE,LONGITUDE,SITE_ID,SITE_NAME,SITE_CITY,SITE_STATE,SITE_COMMENT,OBSERVER_ID
29604,2014-04-18,2014,4,108,52,Flowering dogwood,Cornus florida,occ_trees,Fruit (None),150,Single,,37.37912,-86.06007,11991,behind the house,Munfordville,KY,,21754
29605,2014-04-16,2014,4,106,69,Forsythia,Forsythia xintermedia,deciduous,First Flower,43,Regular,,42.6041,-71.5658,11469,Lawrence Academy 2,Groton,MA,,21653
29655,2014-04-17,2014,4,107,35,Wild strawberry,Fragaria virginiana,wildflowers_herbs,Full Flower,22,Regular,,46.870087,-123.044901,11994,Glacial Heritage Preserve,Olympia,WA,,20460
29658,2014-04-18,2014,4,108,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Unfolding (None),110,Single,"Please discredit the entry with site: Plant #4 Site.

Also the observations taken for the entry: Red Osier Dogwood Week #2 were taken on April 1st of 2014 and not the date currently listed. ",40,-100,12002,"Changes of Info. ",Chicago,IL,,21455
29659,2014-04-18,2014,4,108,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Changing Color (None),120,Single,"Please discredit the entry with site: Plant #4 Site.

Also the observations taken for the entry: Red Osier Dogwood Week #2 were taken on April 1st of 2014 and not the date currently listed. ",40,-100,12002,"Changes of Info. ",Chicago,IL,,21455
29660,2014-04-18,2014,4,108,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Dropping (None),130,Single,"Please discredit the entry with site: Plant #4 Site.

Also the observations taken for the entry: Red Osier Dogwood Week #2 were taken on April 1st of 2014 and not the date currently listed. ",40,-100,12002,"Changes of Info. ",Chicago,IL,,21455
29661,2014-04-18,2014,4,108,60,Red osier dogwood,Cornus sericea,occ_trees,Flowers (None),140,Single,"Please discredit the entry with site: Plant #4 Site.

Also the observations taken for the entry: Red Osier Dogwood Week #2 were taken on April 1st of 2014 and not the date currently listed. ",40,-100,12002,"Changes of Info. ",Chicago,IL,,21455
29662,2014-04-18,2014,4,108,60,Red osier dogwood,Cornus sericea,occ_trees,Fruit (None),150,Single,"Please discredit the entry with site: Plant #4 Site.

Also the observations taken for the entry: Red Osier Dogwood Week #2 were taken on April 1st of 2014 and not the date currently listed. ",40,-100,12002,"Changes of Info. ",Chicago,IL,,21455
29663,2014-04-16,2014,4,106,7904,"'Spring Snow' crabapple","Malus x 'Spring Snow'",deciduous,First Flower,43,Regular,,40.0362,-105.062,213,Home,Erie,CO,"1/3 of property is watered and fertilized, 2/3 are xeriscaped augmented with drip lines.",373
29664,2014-04-16,2014,4,106,52,Flowering dogwood,Cornus florida,deciduous,Bud Burst,40,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29665,2014-04-12,2014,4,102,148,Black cherry,Prunus serotina,deciduous,Bud Burst,40,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29666,2014-04-16,2014,4,106,148,Black cherry,Prunus serotina,deciduous,First Leaf,41,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29667,2014-04-11,2014,4,101,70,Common lilac,Syringa vulgaris,deciduous,Bud Burst,40,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29668,2014-04-16,2014,4,106,70,Common lilac,Syringa vulgaris,deciduous,First Leaf,41,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29669,2014-04-12,2014,4,102,69,Forsythia,Forsythia xintermedia,deciduous,Full Flower,44,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29670,2014-04-12,2014,4,102,50,Eastern serviceberry,Amelanchier canadensis,deciduous,Bud Burst,40,Regular,,40.2082,-76.7719,7639,1855 Market St. Ext.,Middletown,PA,,17466
29671,2014-04-17,2014,4,107,78,Eastern redbud,Cercis canadensis,deciduous,Full Flower,44,Regular,,37.6624,-89.2507,9363,Green Dragon Grove,Makanda,IL,,19256
29672,2014-04-17,2014,4,107,224,Shagbark hickory,Carya ovata,deciduous,Bud Burst,40,Regular,,37.6624,-89.2507,9363,Green Dragon Grove,Makanda,IL,,19256
29673,2014-04-09,2014,4,099,7872,Plant 6," ",deciduous,Bud Burst,40,Regular,,41.9999,-87.657,11197,Loyola University Chicago,Chicago,IL,,21360
29674,2014-03-25,2014,3,084,8113,Japanese Rose,Rose rugosa,occ_trees,Leaves Unfolding (None),110,Single,Bare branches,41.998986,-87.656007,12003,Loyola University of Chicago,Chicago,IL,,21360
29675,2014-03-25,2014,3,084,8113,Japanese Rose,Rose rugosa,occ_trees,Leaves Changing Color (None),120,Single,Bare branches,41.998986,-87.656007,12003,Loyola University of Chicago,Chicago,IL,,21360
29676,2014-03-25,2014,3,084,8113,Japanese Rose,Rose rugosa,occ_trees,Leaves Dropping (None),130,Single,Bare branches,41.998986,-87.656007,12003,Loyola University of Chicago,Chicago,IL,,21360
29677,2014-03-25,2014,3,084,8113,Japanese Rose,Rose rugosa,occ_trees,Flowers (None),140,Single,Bare branches,41.998986,-87.656007,12003,Loyola University of Chicago,Chicago,IL,,21360
29678,2014-03-25,2014,3,084,8113,Japanese Rose,Rose rugosa,occ_trees,Fruit (None),150,Single,Bare branches,41.998986,-87.656007,12003,Loyola University of Chicago,Chicago,IL,,21360
29679,2014-04-01,2014,4,091,8114,Japanese Rose,Rose rugosa,occ_trees,Leaves Unfolding (None),110,Single,Bare branches,41.999018,-87.656028,12004,Loyola University of Chicago,Chicago,IL,,21360
29680,2014-04-01,2014,4,091,8114,Japanese Rose,Rose rugosa,occ_trees,Leaves Changing Color (None),120,Single,Bare branches,41.999018,-87.656028,12004,Loyola University of Chicago,Chicago,IL,,21360
29681,2014-04-01,2014,4,091,8114,Japanese Rose,Rose rugosa,occ_trees,Leaves Dropping (None),130,Single,Bare branches,41.999018,-87.656028,12004,Loyola University of Chicago,Chicago,IL,,21360
29682,2014-04-01,2014,4,091,8114,Japanese Rose,Rose rugosa,occ_trees,Flowers (None),140,Single,Bare branches,41.999018,-87.656028,12004,Loyola University of Chicago,Chicago,IL,,21360
29683,2014-04-01,2014,4,091,8114,Japanese Rose,Rose rugosa,occ_trees,Fruit (None),150,Single,Bare branches,41.999018,-87.656028,12004,Loyola University of Chicago,Chicago,IL,,21360
29684,2014-04-09,2014,4,099,8115,Japanese Rose,Rose rugosa,occ_trees,Leaves Unfolding (None),110,Single,Start of the budding process,41.999464,-87.655814,12005,Loyola University of Chicago,Chicago,IL,,21360
29685,2014-04-09,2014,4,099,8115,Japanese Rose,Rose rugosa,occ_trees,Leaves Changing Color (None),120,Single,Start of the budding process,41.999464,-87.655814,12005,Loyola University of Chicago,Chicago,IL,,21360
29686,2014-04-09,2014,4,099,8115,Japanese Rose,Rose rugosa,occ_trees,Leaves Dropping (None),130,Single,Start of the budding process,41.999464,-87.655814,12005,Loyola University of Chicago,Chicago,IL,,21360
29687,2014-04-09,2014,4,099,8115,Japanese Rose,Rose rugosa,occ_trees,Flowers (None),140,Single,Start of the budding process,41.999464,-87.655814,12005,Loyola University of Chicago,Chicago,IL,,21360
29688,2014-04-09,2014,4,099,8115,Japanese Rose,Rose rugosa,occ_trees,Fruit (None),150,Single,Start of the budding process,41.999464,-87.655814,12005,Loyola University of Chicago,Chicago,IL,,21360
29689,2014-04-15,2014,4,105,8116,Japanese Rose,Rose rugosa,occ_trees,Leaves Unfolding (None),110,Single,Budding,41.999305,-87.655942,12006,Loyola University of Chicago,Chicago,IL,,21360
29690,2014-04-15,2014,4,105,8116,Japanese Rose,Rose rugosa,occ_trees,Leaves Changing Color (None),120,Single,Budding,41.999305,-87.655942,12006,Loyola University of Chicago,Chicago,IL,,21360
29691,2014-04-15,2014,4,105,8116,Japanese Rose,Rose rugosa,occ_trees,Leaves Dropping (None),130,Single,Budding,41.999305,-87.655942,12006,Loyola University of Chicago,Chicago,IL,,21360
29692,2014-04-15,2014,4,105,8116,Japanese Rose,Rose rugosa,occ_trees,Flowers (None),140,Single,Budding,41.999305,-87.655942,12006,Loyola University of Chicago,Chicago,IL,,21360
29693,2014-04-15,2014,4,105,8116,Japanese Rose,Rose rugosa,occ_trees,Fruit (None),150,Single,Budding,41.999305,-87.655942,12006,Loyola University of Chicago,Chicago,IL,,21360
29694,2014-04-18,2014,4,108,34,Virginia bluebells,Mertensia virginica,wildflowers_herbs,First Flower,21,Regular,4/18/14-plant sprouted during the week and flowers just becoming visible.,40.44901,-80.20316,11728,Crosswinds,Coraopolis,PA,,21806
29695,2014-04-18,2014,4,108,24,Mayapple,Podophyllum peltatum,occ_wildflowers,Flowers (None),210,Single,"We observed 246 stems in 84 1-m^2 plots; most plants had just emerged, and their leaves had not yet unfurled",40.793333,-82.580833,12007,Ohio State University - Mansfield,Mansfield,OH,,21972
29696,2014-04-18,2014,4,108,24,Mayapple,Podophyllum peltatum,occ_wildflowers,Fruit (None),220,Single,"We observed 246 stems in 84 1-m^2 plots; most plants had just emerged, and their leaves had not yet unfurled",40.793333,-82.580833,12007,Ohio State University - Mansfield,Mansfield,OH,,21972
29697,2014-04-11,2014,4,101,78,Eastern redbud,Cercis canadensis,deciduous,Bud Burst,40,Regular,,42.6039,-71.5662,11148,Lawrence Academy,Groton,MA,,21258
29698,2014-04-18,2014,4,108,255,Bloodroot,Sanguinaria canadensis,occ_wildflowers,Flowers (Early),211,Single,"We observed 3 plants with flowers, other individuals were not observed",40.793333,-82.580833,12008,Ohio State University - Mansfield,Mansfield,OH,,21972
29699,2014-04-18,2014,4,108,255,Bloodroot,Sanguinaria canadensis,occ_wildflowers,Fruit (None),220,Single,"We observed 3 plants with flowers, other individuals were not observed",40.793333,-82.580833,12008,Ohio State University - Mansfield,Mansfield,OH,,21972
29700,2014-04-18,2014,4,108,8117,Spring Beauty,Claytonia virginica,occ_wildflowers,Flowers (Middle),212,Single,"We observed 436 individuals in 84 1-m^2 plots; 218 individuals had at least one open flower, 121 individuals had only buds",40.793333,-82.580833,12009,Ohio State University - Mansfield,Mansfield,OH,,21972
29701,2014-04-18,2014,4,108,8117,Spring Beauty,Claytonia virginica,occ_wildflowers,Fruit (None),220,Single,"We observed 436 individuals in 84 1-m^2 plots; 218 individuals had at least one open flower, 121 individuals had only buds",40.793333,-82.580833,12009,Ohio State University - Mansfield,Mansfield,OH,,21972
29702,2014-04-18,2014,4,108,8118,Cut-leaf toothwort,Cardamine concatenata,occ_wildflowers,Flowers (Early),211,Single,We observed 437 individuals in 84 1-m^2 plots; 29 had flower buds only,40.793333,-82.580833,12010,Ohio State University - Mansfield,Mansfield,OH,,21972
29703,2014-04-18,2014,4,108,8118,Cut-leaf toothwort,Cardamine concatenata,occ_wildflowers,Fruit (None),220,Single,We observed 437 individuals in 84 1-m^2 plots; 29 had flower buds only,40.793333,-82.580833,12010,Ohio State University - Mansfield,Mansfield,OH,,21972
29704,2014-04-19,2014,4,109,52,Flowering dogwood,Cornus florida,deciduous,50% Leaf Fall,48,Regular,"Flowers starting to fade. 4/19/14
Leaves still starting",33.82087,-84.38585,11591,Buckhead home,Atlanta,GA,,21639
29705,2014-04-19,2014,4,109,7925,Kousa Dogwood,Cornus kousa,deciduous,First Flower,43,Regular,Flowers starting to show,33.82087,-84.38585,11591,Buckhead home,Atlanta,GA,,21639
29706,2014-04-19,2014,4,109,7925,Kousa Dogwood,Cornus kousa,deciduous,All Leaves Unfolded,42,Regular,Flowers starting to show,33.82087,-84.38585,11591,Buckhead home,Atlanta,GA,,21639
29707,2014-04-19,2014,4,109,59,Red maple,Acer rubrum,deciduous,Full Flower,44,Regular,,39.96051,-76.15669,11788,whitsonhomestead,Strasburg,PA,,15624
29708,2014-04-19,2014,4,109,43,Black elderberry,Sambucus nigra,deciduous,All Leaves Unfolded,42,Regular,,39.96051,-76.15669,11788,whitsonhomestead,Strasburg,PA,,15624
29709,2014-04-18,2014,4,108,223,Sassafras,Sassafras albidum,deciduous,Bud Burst,40,Regular,,39.96051,-76.15669,11788,whitsonhomestead,Strasburg,PA,,15624
29710,2014-04-18,2014,4,108,252,Spicebush,Lindera benzoin,deciduous,All Leaves Unfolded,42,Regular,,39.96051,-76.15669,11788,whitsonhomestead,Strasburg,PA,,15624
29711,2014-04-10,2014,4,100,66,Common dandelion,Taraxacum officinale,wildflowers_herbs,Full Flower,22,Regular,,39.96051,-76.15669,11788,whitsonhomestead,Strasburg,PA,,15624
29712,2014-04-17,2014,4,107,229,Pawpaw,Asimina triloba,deciduous,Bud Burst,40,Regular,,39.0781,-76.7697,8952,NT River Trail,Laurel,MD,,18829
29713,2014-04-17,2014,4,107,34,Virginia bluebells,Mertensia virginica,wildflowers_herbs,First Flower,21,Regular,,39.0781,-76.7697,8952,NT River Trail,Laurel,MD,,18829
29714,2014-04-19,2014,4,109,160,Highbush blueberry,Vaccinium corymbosum,deciduous,Bud Burst,40,Regular,,41.8016,-74.7204,11285,home,Liberty,NY,,21409
29715,2014-04-19,2014,4,109,8119,Magnolia,,occ_evergreens,Flowers (Early),411,Single,,40.7537,-73.76567,12011,Front Yard,Bayside,NY,,21767
29716,2014-04-19,2014,4,109,8119,Magnolia,,occ_evergreens,Fruit (None),420,Single,,40.7537,-73.76567,12011,Front Yard,Bayside,NY,,21767
29717,2014-04-19,2014,4,109,149,Sweetgum,Liquidambar styraciflua,deciduous,All Leaves Unfolded,42,Regular,,38.2795,-85.088,10938,Everwind,Bagdad,KY,,21132
29718,2014-04-19,2014,4,109,63,Tulip poplar,Liriodendron tulipifera,deciduous,First Leaf,41,Regular,,38.2795,-85.088,10938,Everwind,Bagdad,KY,,21132
29719,2014-04-18,2014,4,108,8120,Horsechestnut,Aesculus hippocastanum,deciduous,Bud Burst,40,Regular,,42.6039,-71.5662,11148,Lawrence Academy,Groton,MA,,21254
29720,2014-03-30,2014,3,089,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"Still Some Dead leaves on it from last year, Bare Branches.",40,-100,12012,loyola University,Chicago,IL,,21376
29721,2014-03-30,2014,3,089,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,"Still Some Dead leaves on it from last year, Bare Branches.",40,-100,12012,loyola University,Chicago,IL,,21376
29722,2014-03-30,2014,3,089,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,"Still Some Dead leaves on it from last year, Bare Branches.",40,-100,12012,loyola University,Chicago,IL,,21376
29723,2014-03-30,2014,3,089,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"Still Some Dead leaves on it from last year, Bare Branches.",40,-100,12012,loyola University,Chicago,IL,,21376
29724,2014-03-30,2014,3,089,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"Still Some Dead leaves on it from last year, Bare Branches.",40,-100,12012,loyola University,Chicago,IL,,21376
29725,2014-04-06,2014,4,096,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"Bare Branch, Similar to before, a few, but less dead leaves from last year. ",40,-100,12013,loyola University,Chicago,IL,,21376
29726,2014-04-06,2014,4,096,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,"Bare Branch, Similar to before, a few, but less dead leaves from last year. ",40,-100,12013,loyola University,Chicago,IL,,21376
29727,2014-04-06,2014,4,096,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,"Bare Branch, Similar to before, a few, but less dead leaves from last year. ",40,-100,12013,loyola University,Chicago,IL,,21376
29728,2014-04-06,2014,4,096,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"Bare Branch, Similar to before, a few, but less dead leaves from last year. ",40,-100,12013,loyola University,Chicago,IL,,21376
29729,2014-04-06,2014,4,096,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"Bare Branch, Similar to before, a few, but less dead leaves from last year. ",40,-100,12013,loyola University,Chicago,IL,,21376
29730,2014-04-13,2014,4,103,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"Bare Branches, Still some dead leaves on it from last year, but a few less than before (wind blew them away?)",40,-100,12014,loyola University,Chicago,IL,,21376
29731,2014-04-13,2014,4,103,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,"Bare Branches, Still some dead leaves on it from last year, but a few less than before (wind blew them away?)",40,-100,12014,loyola University,Chicago,IL,,21376
29732,2014-04-13,2014,4,103,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,"Bare Branches, Still some dead leaves on it from last year, but a few less than before (wind blew them away?)",40,-100,12014,loyola University,Chicago,IL,,21376
29733,2014-04-13,2014,4,103,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"Bare Branches, Still some dead leaves on it from last year, but a few less than before (wind blew them away?)",40,-100,12014,loyola University,Chicago,IL,,21376
29734,2014-04-13,2014,4,103,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"Bare Branches, Still some dead leaves on it from last year, but a few less than before (wind blew them away?)",40,-100,12014,loyola University,Chicago,IL,,21376
29735,2014-04-16,2014,4,106,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"Bare Branches, Less dead leaves on the tree from last year. 
Still bare branches. 
Wind blew the rest of them away, along with snow from a week or so ago 
",40,-100,12015,loyola University,Chicago,IL,,21376
29736,2014-04-16,2014,4,106,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,"Bare Branches, Less dead leaves on the tree from last year. 
Still bare branches. 
Wind blew the rest of them away, along with snow from a week or so ago 
",40,-100,12015,loyola University,Chicago,IL,,21376
29737,2014-04-16,2014,4,106,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,"Bare Branches, Less dead leaves on the tree from last year. 
Still bare branches. 
Wind blew the rest of them away, along with snow from a week or so ago 
",40,-100,12015,loyola University,Chicago,IL,,21376
29738,2014-04-16,2014,4,106,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"Bare Branches, Less dead leaves on the tree from last year. 
Still bare branches. 
Wind blew the rest of them away, along with snow from a week or so ago 
",40,-100,12015,loyola University,Chicago,IL,,21376
29739,2014-04-16,2014,4,106,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"Bare Branches, Less dead leaves on the tree from last year. 
Still bare branches. 
Wind blew the rest of them away, along with snow from a week or so ago 
",40,-100,12015,loyola University,Chicago,IL,,21376
29740,2014-04-18,2014,4,108,64,Western serviceberry,Amelanchier alnifolia,deciduous,First Leaf,41,Regular,,44.121545,-119.853716,11639,S face Dorschied Butte,Paulina,OR,,20780
29741,2014-04-17,2014,4,107,8121,Sandberg bluegrass,Poa secunda var. sandbergii,grasses,First Flower Stalk,31,Regular,,44.122476,-119.849231,12016,NW House Fuelbreak,Paulina,OR,,20780
29742,2014-01-20,2014,1,020,8122,Littleleaf Linden,Tilia cordata,deciduous,Bud Burst,40,Regular,,39.165769,-86.516711,11646,Leaf Tree Bush,Bloomington,IN,,21772
29743,2014-01-20,2014,1,020,8122,Littleleaf Linden,Tilia cordata,deciduous,First Leaf,41,Regular,,39.165769,-86.516711,11646,Leaf Tree Bush,Bloomington,IN,,21772
